time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
2.0400000000000014,-1.12129102525,-0.479339635341,14.1744436416,6.25895669029,0.204052073244,0.0,-1.91975392258,-0.567222875848,3.94212520075,-0.00927900806002,0.145621505953,0.0,436.3302816130159,435.7662358756567,437.70605318642157,436.33758690167184
2.1000000000000014,-1.24026965675,-0.513818669162,14.4112483599,6.2581916281,0.213615173884,0.0,-2.04701879159,-0.582129525099,3.95101466451,-0.0208012420922,0.178095668115,0.0,428.22470068753046,431.0026405295356,429.62708459016216,428.649036444974
2.1600000000000015,-1.36736137509,-0.549241223413,14.6498825832,6.25660107779,0.224611544491,0.0,-2.19036132067,-0.59874033977,4.00286305349,-0.0414896648374,0.192001504227,0.0,444.0107553359438,445.18253294869754,444.85893214795493,443.1612525358894
2.2200000000000015,-1.50375307774,-0.585750436418,14.8936467792,6.25393063382,0.235961442166,0.0,-2.35711906101,-0.618478345037,4.1216648313,-0.0513513101455,0.182795350395,0.0,468.0761720377806,467.3919050998186,466.11702782953756,465.34457949484494
2.2800000000000016,-1.65054795797,-0.62351974371,15.1450954736,6.25044975322,0.247175779789,0.0,-2.53709828437,-0.640814002643,4.25887788942,-0.0766804173738,0.194057456328,0.0,474.146081472324,475.0419428910768,475.0704746408909,473.1218212578273
2.3400000000000016,-1.80712188493,-0.662540427882,15.3996984373,6.24627113483,0.259264209931,0.0,-2.68303905174,-0.660223008726,4.2275003373,-0.0583704589434,0.213223681363,0.0,421.6466963355005,423.3410893935404,421.52772823237416,423.1031529629421
2.4000000000000017,-1.97470064477,-0.703075568384,15.6599456873,6.24235730847,0.272014201932,0.0,-2.90417714881,-0.691323581139,4.44575606004,-0.084733349219,0.21101419915,0.0,501.3569010859519,501.23524259037714,502.9964553573058,501.0805848541083
2.4600000000000017,-2.15408994083,-0.745311660702,15.9268849602,6.23707154488,0.284425612717,0.0,-3.07654020214,-0.716973754966,4.45153274728,-0.0958452809976,0.196898042547,0.0,440.2855372923138,439.1583174475748,439.5254838494099,438.5968224410088
2.520000000000002,-2.34452755495,-0.78925605085,16.1957073542,6.23130311857,0.296284780299,0.0,-3.27240967386,-0.748344464168,4.50823382203,-0.0967369262098,0.199118728941,0.0,457.9759271841165,458.18946140935014,456.996340986683,456.91764770920906
2.580000000000002,-2.54749227639,-0.835282015905,16.4695706225,6.22541455792,0.308018589516,0.0,-3.49411497299,-0.786390945168,4.61920736589,-0.101111377905,0.187302401922,0.0,476.6842248332143,475.8147183563281,477.32370220536967,476.982153160469
2.640000000000002,-2.76410291329,-0.883725241843,16.7502580497,6.21988914475,0.319726367811,0.0,-3.72721805198,-0.828902161618,4.73560568446,-0.0783691372104,0.207397226338,0.0,481.7260361234685,483.2768294112771,478.9578806665846,480.6779521051971
2.700000000000002,-2.99477258409,-0.934787978573,17.0372399146,6.21540270213,0.332531757102,0.0,-3.96283033441,-0.873564720098,4.82902261715,-0.0684135890736,0.223338246117,0.0,477.0540715587342,478.3110818941552,476.19025217156513,476.947326796791
2.760000000000002,-3.23851174323,-0.988348156232,17.3258463422,6.21154541394,0.346067352674,0.0,-4.16289721317,-0.912051164105,4.79042335078,-0.0571063307389,0.229752246877,0.0,436.07589425246596,436.6629175141799,437.8259313837738,438.76273323884254
2.820000000000002,-3.49378068032,-1.04413103535,17.6100678429,6.20796927175,0.35945063384,0.0,-4.34715409499,-0.947603918175,4.68320273503,-0.0651283462105,0.204287989687,0.0,416.066617615489,413.883184625902,415.5560326391884,414.84927983841516
2.880000000000002,-3.76130116675,-1.10229212243,17.890360786,6.20400575542,0.371965334016,0.0,-4.57119004445,-0.991364283885,4.65895583733,-0.0679862423103,0.216001802694,0.0,444.36641177457886,445.3683727985844,445.5065090492896,445.26949401414174
2.940000000000002,-4.04251047915,-1.1631414428,18.1691123175,6.1997732538,0.384706019675,0.0,-4.80347083628,-1.03721883858,4.6317455585,-0.0762137501833,0.203805765456,0.0,445.7854561551692,444.83178860053994,447.7132308657495,447.0393845785434
3.000000000000002,-4.33786875872,-1.22680172177,18.4460511324,6.19490267014,0.396918134474,0.0,-5.04276458865,-1.08509929124,4.59851734111,-0.0936187222416,0.202989595204,0.0,447.4053063212443,447.3791881756536,446.5965791430671,445.16890256509294
3.0600000000000023,-4.64696773455,-1.29323093691,18.7188706693,6.18880491378,0.409454570807,0.0,-5.26152608142,-1.12957129846,4.49478822054,-0.126814964263,0.218753263783,0.0,423.545963069422,424.94475245351526,425.8916956723333,423.0319223673371
3.1200000000000023,-4.97208595282,-1.362998235,18.9914490582,6.18219584657,0.423016526081,0.0,-5.57669076693,-1.19652068534,4.58904186261,-0.0888547938295,0.237605521493,0.0,492.5667059280651,494.00389971535054,490.40950981362613,493.2112880873233
3.1800000000000024,-5.31363164582,-1.43626864866,19.2633742695,6.17644989795,0.437292006889,0.0,-5.80924774442,-1.24613702642,4.47427238494,-0.115482681392,0.23855421156,0.0,426.7576998638876,426.8977332655213,428.1120006131246,425.8309974497378
3.2400000000000024,-5.66924195806,-1.51256047267,19.5280077796,6.17028970543,0.451565095144,0.0,-6.04550619269,-1.29728567307,4.34597300933,-0.0848707019886,0.236514069786,0.0,423.76899969044575,423.6530582960222,423.26861892553006,425.88535777700906
3.3000000000000025,-6.03941675891,-1.59202500828,19.7851140985,6.1657953351,0.465845405313,0.0,-6.29471350208,-1.35176596126,4.22325250789,-0.0601000922198,0.240826544238,0.0,427.6457721422431,428.0719329941644,427.9281786714151,430.02721909265995
3.3600000000000025,-6.42684022483,-1.67528213939,20.0387371271,6.16244811136,0.480796555409,0.0,-6.62036055775,-1.4235604727,4.2288339657,-0.0483204954404,0.262102267446,0.0,475.15009535740865,476.8358037968504,475.3120958379572,476.21228168037317
3.4200000000000026,-6.83152340567,-1.76228875829,20.2876000732,6.1595953141,0.496140892849,0.0,-6.87020000279,-1.47674939605,4.06564007835,-0.0460426197816,0.238342424464,0.0,421.5353336745328,419.54562349355996,420.4647133078104,420.66056209996
3.4800000000000026,-7.25118888351,-1.85245171561,20.526059461,6.15705382587,0.510289740287,0.0,-7.11972188725,-1.52876323497,3.8821622071,-0.0358558979784,0.230218438803,0.0,415.4669403974593,414.8135332014055,414.79667694878333,415.68942417751316
3.5400000000000027,-7.6890463365,-1.94642227944,20.7586314728,6.15440914267,0.524025903667,0.0,-7.47631352152,-1.60353770351,3.86805806888,-0.0705393862271,0.226244865143,0.0,479.76196128185796,479.50797068230776,479.68904136074707,477.04604649518694
3.6000000000000028,-8.14820696954,-2.04482525221,20.9894883688,6.14998575243,0.538154458454,0.0,-7.829810566,-1.67666108507,3.82501411527,-0.0809984079166,0.24942829684,0.0,473.1228136897995,474.9556073696955,474.73410827490443,473.92678267911015
3.660000000000003,-8.62829031256,-2.14753612723,21.2165804444,6.1463854919,0.55362662372,0.0,-8.17381109959,-1.74709079454,3.74262082613,-0.035376101284,0.270884032853,0.0,465.02930913748463,466.77020109788515,463.53078098420184,467.1001408695391
3.720000000000003,-9.12692148348,-2.25397169062,21.4346904874,6.14402122042,0.570241077773,0.0,-8.44830920287,-1.80075591423,3.52650013666,-0.0490073752687,0.286814547107,0.0,420.07626439702756,421.53763808256474,420.796097968997,419.6130931586173
3.780000000000003,-9.64321417344,-2.36383737237,21.6410692269,6.14090739573,0.587606022711,0.0,-8.76242600706,-1.86141048759,3.35101478453,-0.0584110530647,0.294156729704,0.0,439.9016628012993,440.5952034316986,440.0252400621412,439.24402838827626
3.840000000000003,-10.1786566731,-2.47736073715,21.8367093105,6.1378986129,0.605072518611,0.0,-9.08659179086,-1.9226657578,3.16840864912,-0.0373267501071,0.284202175773,0.0,442.034971959248,441.30020451301107,441.3993975445466,443.1348162075729
3.900000000000003,-10.7338781645,-2.59457644385,22.0212082304,6.13538373727,0.622391537168,0.0,-9.42166368522,-1.98442014088,2.97955078814,-0.0531822002166,0.296305749387,0.0,444.30838073661806,445.38409938492816,445.01437121496247,443.71316669658415
3.960000000000003,-11.309730819,-2.71555048261,22.1944432585,6.13215446598,0.640267617291,0.0,-9.77421489873,-2.04795175262,2.79267070773,-0.0551302868266,0.301000779746,0.0,450.6991754592366,451.1674763962416,450.90939116716345,450.7500636471471
4.020000000000002,-11.9067215757,-2.84028108608,22.3557717463,6.12907965303,0.658405374895,0.0,-10.1262367269,-2.10962062364,2.5826481105,-0.044435794841,0.304761901952,0.0,447.69135472346323,448.08966788954444,447.512748164573,448.3810357887244
4.080000000000001,-12.5231404876,-2.96832033402,22.5016893078,6.12623425734,0.676924159988,0.0,-10.4220161461,-2.1582780646,2.27963160919,-0.0541886512878,0.315445333002,0.0,414.56534316952536,415.60766406530394,416.3329475278396,415.4768481185382
4.14,-13.1593614329,-3.0996249282,22.6313599127,6.12265835817,0.695649303846,0.0,-10.7859917334,-2.21838377383,2.04019810056,-0.0735289253255,0.304362901394,0.0,447.51258255955315,446.70796567793167,448.8014355858307,447.22573823709956
4.199999999999998,-13.8144848363,-3.2339216644,22.7425561632,6.11816260274,0.714301233821,0.0,-11.052478086,-2.25816118402,1.6649566649,-0.0778864562523,0.321416599834,0.0,394.37564101079863,396.0594787919274,394.69731575719874,394.2895790449836
4.259999999999997,-14.4899479836,-3.37138432738,22.8356289976,6.11405354519,0.733634888878,0.0,-11.4632897338,-2.32370770741,1.43429803248,-0.0543174487367,0.323797880008,0.0,462.77821398872334,463.06739851680175,463.05748477615487,464.90499832374763
4.319999999999996,-15.1893816777,-3.51259080457,22.9134133908,6.11093106405,0.753098313135,0.0,-11.8515313903,-2.38290347542,1.15556535485,-0.0478403729065,0.325546696341,0.0,451.62078991440217,451.86776715882735,452.480925253387,453.0005601150957
4.379999999999995,-15.9133748718,-3.65750895985,22.9751198504,6.10822721868,0.773074684621,0.0,-12.2816417945,-2.44732153687,0.897812147977,-0.040022460308,0.344648103841,0.0,468.63964958389727,470.2290615753531,470.0798118182875,470.6844110285591
4.439999999999993,-16.6639483722,-3.80634697734,23.021411487,6.10662187773,0.793612523102,0.0,-12.7372809295,-2.51344797129,0.641322520361,-0.00850404489811,0.337140860703,0.0,480.94846174432865,480.4900196137307,479.47031984415753,481.8595958925809
4.499999999999992,-17.4383576511,-3.95845242424,23.0481982872,6.10628839136,0.813884600546,0.0,-13.0767425915,-2.55638631491,0.248950794028,-0.000235727380381,0.339279847798,0.0,430.6370937545681,430.93925798841747,431.2138388255717,431.91216655781074
4.559999999999991,-18.2355601668,-4.11345012238,23.0530773708,6.10663694422,0.833735985232,0.0,-13.4965016001,-2.60967062319,-0.0898968700187,0.0157658612855,0.303273594582,0.0,466.6364180818854,463.92082749683607,463.79027503870714,465.0458498484639
4.6199999999999894,-19.0576753674,-4.27149914021,23.0366976816,6.10748575657,0.851866702961,0.0,-13.9072280098,-2.65811678666,-0.459478273931,0.0106946945681,0.299899690616,0.0,461.64313351975335,461.4660401294071,461.85902934477963,461.4585882667277
4.679999999999988,-19.9034865389,-4.43221183457,22.9966647583,6.10797685151,0.870033263434,0.0,-14.286500576,-2.69852511125,-0.878100372684,0.00262220132803,0.307971631354,0.0,448.74004019826253,449.48732949472696,449.38843228899077,448.7331718564028
4.739999999999987,-20.7734577905,-4.59546340288,22.9320275546,6.10817695444,0.889191865852,0.0,-14.7120843223,-2.74264532087,-1.28028486651,0.0047240221711,0.335583150524,0.0,467.0301638950471,469.27698900186726,467.42404136874586,467.58782230171425
4.799999999999986,-21.6688022874,-4.76124106712,22.8424294228,6.10882879622,0.90926002496,0.0,-15.1320980779,-2.78269977421,-1.71029278014,0.0209500583346,0.332150051517,0.0,466.8353662936445,466.6762419440033,466.87678907237864,468.14158923483177
4.859999999999984,-22.5882998264,-4.92918137467,22.7255270201,6.11011673067,0.929057995118,0.0,-15.5173431054,-2.81477775484,-2.19016532792,0.0224770740296,0.32521025437,0.0,456.45491443965324,456.00900344537706,454.53340202118227,454.65581701187773
4.919999999999983,-23.5279769525,-5.09857700258,22.5770047467,6.11164816119,0.94915003287,0.0,-15.8054012683,-2.83138596464,-2.76343579131,0.0310098542641,0.349299288905,0.0,416.33469741302787,418.55990925053425,417.32991330656176,418.0746504197453
4.979999999999982,-24.4870047046,-5.26914258102,22.3949246051,6.1138397043,0.970011947897,0.0,-16.1615888312,-2.85361309139,-3.30968815189,0.0457456627266,0.344298844842,0.0,444.32672921295136,444.04085626479036,444.98669514680546,446.1926153644506
5.0399999999999805,-25.4686869317,-5.4410972191,22.1802403827,6.11627315726,0.990885175456,0.0,-16.5600616133,-2.87759296109,-3.85081819765,0.0273709044912,0.354223022533,0.0,462.25195796425453,463.15281424676266,463.00633491226915,461.55838580369357
